Log_Return_RMSE,Log_Return_MAE,Log_Return_R²,Log_Return_Directional Accuracy (%),Price_RMSE,Price_MAE,Price_R²,Price_Directional Accuracy (%)
0.015183,0.011068,-0.0056,55.32,34.368859,25.048956,0.9938,48.59
