Feature,Importance
lag_1,0.0
lag_2,0.0
lag_3,0.0
lag_4,0.0
lag_5,0.0
lag_6,0.0
lag_7,0.0
lag_8,0.0
lag_9,0.0
lag_10,0.0
lag_11,0.0
lag_12,0.0
lag_13,0.0
lag_14,0.0
lag_15,0.0
lag_16,0.0
lag_17,0.0
lag_18,0.0
lag_19,0.0
lag_20,0.0
lag_21,0.0
lag_22,0.0
lag_23,0.0
lag_24,0.0
lag_25,0.0
lag_26,0.0
lag_27,0.0
lag_28,0.0
lag_29,0.0
lag_30,0.0
vol_5,0.0
vol_20,0.0
rsi_14,0.0
mean_10,0.0
std_20,0.0
