Log_Return_RMSE,Log_Return_MAE,Log_Return_R²,Log_Return_Directional Accuracy (%),Price_RMSE,Price_MAE,Price_R²,Price_Directional Accuracy (%)
0.015156,0.010977,-0.0019,52.12,34.289121,24.822944,0.9938,48.51
