Log_Return_RMSE,Log_Return_MAE,Log_Return_R²,Log_Return_Directional Accuracy (%),Price_RMSE,Price_MAE,Price_R²,Price_Directional Accuracy (%)
0.015097,0.010936,-0.0046,52.59,34.260184,24.795831,0.9938,48.98
